x,y,avg_slope,mean_temperature_5_30AM,mean_temperature_6_30PM,mean_temperature_7_00AM,mean_temperature_7_00PM,% Fe/Mg,% Al-OH,% H2O,good_landing_place
41,0,5.420866429421663,187.8948,212.70592,203.1929,215.12358,0.0,0.0,0.0,0
42,0,5.420866429421663,186.67348,213.24603,203.3825,214.65836,0.0,0.0,0.0,0
43,0,5.420866429421663,186.9411,213.38231,202.06323,215.2723,0.0,0.0,0.0,0
44,0,5.420866429421663,186.79709,212.9797,201.00314,216.33287,0.0,0.0,0.0,0
45,0,5.420866429421663,186.69925,212.5583,201.4487,216.19806,0.0,0.0,0.0,0
46,0,5.420866429421663,187.09547,212.90514,200.53526,215.57532,0.0,0.0,0.0,0
47,0,5.420866429421663,187.86826,212.98358,200.65614,214.23663,0.0,0.0,0.0,0
48,0,5.420866429421663,188.20808,212.51239,200.69667,213.57079,0.0,0.0,0.0,0
49,0,5.420866429421663,188.95831,212.39352,200.65054,214.64366,0.0,0.0,0.0,0
50,0,5.420866429421663,188.39821,212.70671,201.73058,214.94705,0.0,0.0,0.0,0
51,0,5.420866429421663,188.04424,212.64058,201.9139,215.54314,0.0,0.0,0.0,0
52,0,5.420866429421663,187.89949,212.8761,201.05629,215.45793,0.0,0.0,0.0,0
53,0,5.420866429421663,188.31052,212.78767,200.08318,216.08307,1.223415888950297,62.311286335396886,21.84709488917552,0
54,0,5.420866429421663,188.44528,212.47641,200.92084,215.68881,1.472158215467566,64.55727963891535,19.76214907176702,0
55,0,5.420866429421663,187.99582,212.46967,201.70895,216.09398,4.662373931743064,54.95754504882856,19.994019156520626,0
56,0,5.420866429421663,187.8185,212.4118,202.62875,215.68732,9.135473780845944,43.86653657690026,22.30754989021272,0
57,0,5.420866429421663,188.17279,212.15817,203.19652,215.22578,10.533552337152909,49.6338258391513,23.753883414289188,0
58,0,5.420866429421663,187.87604,212.28624,203.31242,215.12752,10.949535761856456,53.419664172042616,23.49999137722984,0
59,0,5.420866429421663,187.60469,212.34267,204.30585,215.2174,16.92806742549283,55.23417685115815,23.934153820083004,0
60,0,5.420866429421663,187.22556,212.38605,205.12009,215.44498,11.40372815543426,47.17717694069039,23.577972320710312,0
61,0,5.420866429421663,187.18687,212.31317,204.48985,216.45534,13.197060862160384,48.86346955493572,33.21514762692644,0
62,0,5.420866429421663,186.90912,212.39088,204.13982,216.69661,16.131287010986004,50.49691128495911,41.47444498898079,0
63,0,5.420866429421663,186.60602,212.22249,203.2619,215.6696,16.993120214538834,44.46203268210069,41.97100629735386,0
64,0,5.420866429421663,185.77023,211.92792,202.94382,214.6477,15.696247141991346,48.77020956615724,40.5617099571965,0
65,0,5.420866429421663,185.15282,211.88095,202.11913,214.19464,17.357306617383752,41.44220419834442,32.16328485679965,0
66,0,5.420866429421663,185.03333,212.05397,202.05081,213.57663,20.14618267581828,34.36625713838944,27.125124491244215,0
67,0,5.420866429421663,185.16463,212.02065,202.15872,213.39091,17.841845571678437,36.44485286040784,25.876607846319327,0
68,0,5.420866429421663,186.381,212.38556,201.7077,212.93279,21.22380909705823,39.435287823700165,27.09511840297608,0
69,0,5.420866429421663,188.15314,211.65802,199.77084,211.59206,18.08866746168918,42.885924888081945,33.75141564000027,0
70,0,5.420866429421663,188.29366,211.5301,198.50296,211.32938,12.22947474383552,40.8442029936151,25.93187050560732,0
71,0,5.420866429421663,187.78976,212.6342,200.16513,211.89717,16.052114511680433,46.33628595912598,24.1911154563583,0
72,0,5.420866429421663,186.93842,212.77074,204.21748,213.35646,23.06183248947942,43.51357053721809,25.141475962201596,0
73,0,5.420866429421663,185.94878,212.4459,204.65683,213.42108,30.81658316685133,41.40590785450912,24.621483016417457,0
74,0,5.420866429421663,186.35675,212.89723,204.51915,213.54425,23.058764936139383,48.12987098341836,15.095735210789046,0
75,0,5.420866429421663,186.65399,212.79376,203.83371,212.72577,19.386422601988706,56.2761455388676,6.522327527894251,0
76,0,5.420866429421663,187.32428,212.88739,202.45114,212.65741,0.0,0.0,0.0,0
77,0,5.420866429421663,187.41219,212.44489,198.46907,212.31303,0.0,0.0,0.0,0
78,0,5.420866429421663,187.8588,212.65056,197.50056,212.47687,0.0,0.0,0.0,0
79,0,5.420866429421663,188.48688,213.52364,198.98447,212.38979,0.0,0.0,0.0,0
80,0,5.420866429421663,188.66351,213.58101,199.82799,213.29475,0.0,0.0,0.0,0
81,0,5.420866429421663,188.59998,213.09831,200.39522,213.49385,0.0,0.0,0.0,0
82,0,5.420866429421663,188.35062,212.70761,202.23273,213.19789,0.0,0.0,0.0,0
83,0,5.420866429421663,187.63336,212.47623,203.01495,213.53693,0.0,0.0,0.0,0
84,0,5.420866429421663,187.62334,212.48871,201.78284,213.87729,0.0,0.0,0.0,0
85,0,5.420866429421663,187.48592,212.6981,201.93166,213.98936,0.0,0.0,0.0,0
86,0,5.420866429421663,187.4517,212.71872,202.91518,213.70563,0.0,0.0,0.0,0
87,0,5.420866429421663,187.34705,212.68417,203.38261,213.3917,0.0,0.0,0.0,0
88,0,5.420866429421663,186.46747,212.75803,203.6746,213.39508,0.0,0.0,0.0,0
89,0,5.420866429421663,186.47073,212.56972,203.92227,214.13315,0.0,0.0,0.0,0
90,0,5.420866429421663,185.92793,212.59438,205.14714,214.47054,0.0,0.0,0.0,0
91,0,5.420866429421663,185.93538,211.6366,205.1377,213.19241,0.0,0.0,0.0,0
92,0,5.420866429421663,186.02466,211.9718,204.29745,213.46399,0.0,0.0,0.0,0
93,0,5.420866429421663,186.1784,212.50116,204.17897,214.50471,0.0,0.0,0.0,0
94,0,5.420866429421663,186.91827,212.84851,203.36098,215.21506,0.0,0.0,0.0,0
95,0,5.420866429421663,188.34578,212.36578,203.09064,214.91136,0.0,0.0,0.0,0
96,0,5.420866429421663,188.99521,212.54305,203.65317,214.40286,0.0,0.0,0.0,0
97,0,5.420866429421663,188.49184,212.82034,203.4809,213.59288,0.0,0.0,0.0,0
98,0,5.420866429421663,188.47421,212.62306,203.28192,213.47748,0.0,0.0,0.0,0
99,0,2.5263199288352083,187.81982,211.48666,201.54202,213.5035,0.0,0.0,0.0,0
0,1,5.4892870404873575,187.14308,213.5303,200.69443,214.3742,0.0,0.0,0.0,0
1,1,5.4892870404873575,188.1903,213.40402,200.28967,214.48622,0.0,0.0,0.0,0
2,1,5.4892870404873575,188.24521,212.77916,200.0672,214.4507,0.0,0.0,0.0,0
3,1,5.4892870404873575,188.23137,212.6122,199.72972,213.90865,0.0,0.0,0.0,0
4,1,5.4892870404873575,188.31104,211.87132,198.65506,214.42361,0.0,0.0,0.0,0
5,1,5.4892870404873575,188.44722,212.1612,197.94687,215.4468,0.0,0.0,0.0,0
6,1,5.4892870404873575,188.95668,212.74431,197.94075,215.12457,0.0,0.0,0.0,0
7,1,5.4892870404873575,188.4748,213.01007,198.74078,215.01585,0.0,0.0,0.0,0
8,1,5.4892870404873575,188.33685,213.39606,198.71619,215.30537,0.0,0.0,0.0,0
9,1,5.4892870404873575,188.51123,213.67833,198.36118,215.60007,0.0,0.0,0.0,0
10,1,5.4892870404873575,187.76357,213.90558,198.14813,215.36955,0.0,0.0,0.0,0
11,1,5.4892870404873575,187.58264,213.01703,199.01706,215.8353,0.0,0.0,0.0,0
12,1,5.4892870404873575,187.21527,212.99141,199.93959,215.10207,0.0,0.0,0.0,0
13,1,5.4892870404873575,187.21207,212.60728,201.01712,213.89845,0.0,0.0,0.0,0
14,1,5.4892870404873575,187.78294,212.94702,200.87915,215.07204,0.0,0.0,0.0,0
15,1,5.4892870404873575,187.54085,212.87437,201.24347,216.16254,0.0,0.0,0.0,0
16,1,5.4892870404873575,187.19948,212.20697,200.28113,216.41881,0.0,0.0,0.0,0
17,1,5.4892870404873575,187.11346,212.28946,199.44139,216.25064,0.0,0.0,0.0,0
18,1,5.4892870404873575,186.6922,212.71335,199.57968,216.11475,0.0,0.0,0.0,0
19,1,5.4892870404873575,186.27814,212.36891,200.11984,215.25984,0.0,0.0,0.0,0
20,1,5.4892870404873575,186.50018,212.14229,200.46289,215.86029,0.0,0.0,0.0,0
21,1,5.4892870404873575,186.50479,211.96448,200.51613,216.51695,0.0,0.0,0.0,0
22,1,5.4892870404873575,186.26189,212.37714,201.01398,214.97937,0.0,0.0,0.0,0
23,1,5.4892870404873575,186.36578,212.13348,201.2659,215.30165,0.0,0.0,0.0,0
24,1,5.4892870404873575,186.42049,212.90135,201.36806,216.11496,0.0,0.0,0.0,0
25,1,5.4892870404873575,185.66212,212.99472,201.81639,215.60367,0.0,0.0,0.0,0
26,1,5.4892870404873575,185.69696,212.42973,202.27951,214.86131,0.0,0.0,0.0,0
27,1,5.4892870404873575,186.19142,212.8584,203.13602,215.18709,0.0,0.0,0.0,0
28,1,5.4892870404873575,185.86346,212.68732,203.7852,214.86383,0.0,0.0,0.0,0
29,1,5.4892870404873575,186.94691,212.2715,204.21301,215.47363,0.0,0.0,0.0,0
30,1,5.4892870404873575,186.73096,212.6535,203.9156,215.87222,0.0,0.0,0.0,0
31,1,5.4892870404873575,186.18312,212.62445,203.61562,215.73116,0.0,0.0,0.0,0
32,1,5.4892870404873575,186.6965,212.86235,202.18866,214.92719,0.0,0.0,0.0,0
33,1,5.4892870404873575,187.832,212.61136,200.37358,214.26959,0.0,0.0,0.0,0
34,1,5.4892870404873575,188.14828,212.35785,199.3757,214.55191,0.0,0.0,0.0,0
35,1,5.4892870404873575,187.68694,212.34338,200.61078,214.38495,0.0,0.0,0.0,0
36,1,5.4892870404873575,187.69125,212.11388,200.67253,214.70003,0.0,0.0,0.0,0
37,1,5.4892870404873575,187.06128,212.52312,202.4659,214.85826,0.0,0.0,0.0,0
38,1,5.4892870404873575,186.85156,213.1033,203.36475,215.31691,0.0,0.0,0.0,0
39,1,5.4892870404873575,186.78676,212.90717,203.61528,214.78581,0.0,0.0,0.0,0
40,1,5.4892870404873575,186.96533,211.5136,203.68163,215.13693,0.0,0.0,0.0,0
41,1,5.4892870404873575,187.33844,210.6862,204.77786,215.10419,0.0,0.0,0.0,0
42,1,5.4892870404873575,187.24295,211.03893,204.63908,216.41467,0.0,0.0,0.0,0
43,1,5.4892870404873575,186.82306,212.27412,202.2529,216.56934,0.0,0.0,0.0,0
44,1,5.4892870404873575,186.2328,213.16086,201.0595,216.30829,0.0,0.0,0.0,0
45,1,5.4892870404873575,185.75728,213.29358,200.55313,216.11726,0.0,0.0,0.0,0
46,1,5.4892870404873575,186.2025,213.26344,199.58746,215.64359,0.0,0.0,0.0,0
47,1,5.4892870404873575,187.24663,213.43964,199.95418,215.30885,0.0,0.0,0.0,0
48,1,5.4892870404873575,187.80121,213.00543,201.15111,214.77658,0.0,0.0,0.0,0
49,1,5.4892870404873575,187.59784,212.8137,201.4211,213.93634,0.0,0.0,0.0,0
50,1,5.4892870404873575,187.28607,213.15717,201.77179,214.18396,0.0,0.0,0.0,0
51,1,5.4892870404873575,187.71642,212.4606,201.71658,214.5329,0.0,0.0,0.0,0
52,1,5.4892870404873575,187.35434,212.5722,201.90901,214.87558,0.0,0.0,0.0,0
53,1,5.4892870404873575,187.21239,212.47003,202.63702,215.97867,0.0,0.0,0.0,0
54,1,5.4892870404873575,187.41034,212.04173,204.18661,215.6957,0.0,0.0,0.0,0
55,1,5.4892870404873575,188.38928,211.78041,205.04443,215.60327,0.0,0.0,0.0,0
56,1,5.4892870404873575,187.99373,212.33975,205.08234,215.38742,0.0,0.0,0.0,0
57,1,5.4892870404873575,188.1838,211.79843,205.52501,214.34535,12.51206869810261,48.423135064258055,20.95841763297916,0
58,1,5.4892870404873575,187.79492,212.1665,205.07037,213.6808,8.700056022021151,47.08396847066829,21.223481628908424,0
59,1,5.4892870404873575,187.46805,212.13786,204.81647,215.11903,12.861035388277571,53.164385054276295,18.04453850851813,0
60,1,5.4892870404873575,187.05275,212.32355,204.31879,215.74551,11.79694030731412,45.63153145133599,18.650016799591715,0
61,1,5.4892870404873575,187.13644,212.90063,204.05347,216.43329,12.882385871346672,43.78328410654829,25.961415423772788,0
62,1,5.4892870404873575,187.22343,212.76056,204.26137,216.50427,13.050470303090172,41.01350650676373,27.251384719799628,0
63,1,5.4892870404873575,187.12895,212.36304,204.47313,216.07745,19.50472803906212,39.3846651256916,26.08600992730972,0
64,1,5.4892870404873575,186.27975,212.75775,204.11288,214.79889,15.808127867285371,46.66979354851957,34.69677814800471,0
65,1,5.4892870404873575,185.88957,212.74872,203.56235,213.89989,22.381024300572893,41.03204727920432,36.23896388267149,0
66,1,5.4892870404873575,186.29196,213.09526,202.50365,213.44046,22.804090967089884,32.650389045728744,28.247359926636683,0
67,1,5.4892870404873575,186.46147,213.48225,200.88593,213.2456,26.231968399164664,32.09729977686123,32.356694907994225,0
68,1,5.4892870404873575,186.51826,213.54071,200.96057,212.67941,22.104971004877772,44.41144678320381,29.16607659382938,0
69,1,5.4892870404873575,187.78474,212.90736,199.28232,211.4335,19.34360392287608,37.30576853859209,34.803942396340894,0
70,1,5.4892870404873575,187.66605,212.51448,197.7192,211.78342,23.320730093597877,44.19102470401646,29.262659847481626,0
71,1,5.4892870404873575,187.35251,212.87823,198.77908,212.76294,25.493661709812294,37.33909864403001,29.98786526112002,0
72,1,5.4892870404873575,186.7908,213.11702,202.36005,213.52782,21.785631296396843,43.08595473952136,24.22893510730264,0
73,1,5.4892870404873575,186.27028,213.25587,203.56288,213.11867,23.38465525471341,39.215813781627965,21.52297437964352,0
74,1,5.4892870404873575,186.55762,213.15352,202.55588,213.7755,20.73364681467756,44.25398614417768,16.791816823268128,0
75,1,5.4892870404873575,186.98772,212.53532,202.11115,213.68298,16.66662457063608,50.97319114794424,13.960967549850062,0
76,1,5.4892870404873575,187.31435,212.39227,199.3375,213.50032,7.376441056264868,87.17484718892874,10.407692636552508,0
77,1,5.4892870404873575,187.38216,212.68411,196.06688,213.17961,0.0,0.0,0.0,0
78,1,5.4892870404873575,187.4638,213.14673,198.88889,212.65698,0.0,0.0,0.0,0
79,1,5.4892870404873575,187.8847,213.08989,201.5748,212.39166,0.0,0.0,0.0,0
80,1,5.4892870404873575,188.06651,213.55583,201.41864,213.14899,0.0,0.0,0.0,0
81,1,5.4892870404873575,188.08638,213.41501,202.16174,214.02238,0.0,0.0,0.0,0
82,1,5.4892870404873575,187.33719,212.93565,203.1248,213.59413,0.0,0.0,0.0,0
83,1,5.4892870404873575,186.0528,212.24698,203.39568,213.4632,0.0,0.0,0.0,0
84,1,5.4892870404873575,185.35101,211.82957,203.34953,213.75996,0.0,0.0,0.0,0
85,1,5.4892870404873575,185.72333,212.5219,203.24419,214.76903,0.0,0.0,0.0,0
86,1,5.4892870404873575,187.22636,212.8565,203.05524,214.81021,0.0,0.0,0.0,0
87,1,5.4892870404873575,188.49738,212.81305,202.56061,215.04387,0.0,0.0,0.0,0
88,1,5.4892870404873575,188.70378,212.81558,202.25412,214.4412,0.0,0.0,0.0,0
89,1,5.4892870404873575,188.68542,212.76213,202.4245,214.76596,0.0,0.0,0.0,0
90,1,5.4892870404873575,187.54108,212.92082,203.24992,215.06537,0.0,0.0,0.0,0
91,1,5.4892870404873575,187.41518,212.36356,203.19672,214.55959,0.0,0.0,0.0,0
92,1,5.4892870404873575,187.43721,212.08916,202.98747,213.40973,0.0,0.0,0.0,0
93,1,5.4892870404873575,187.32146,212.69487,203.04173,214.13387,0.0,0.0,0.0,0
94,1,5.4892870404873575,187.22858,213.45477,202.98346,215.34161,0.0,0.0,0.0,0
95,1,5.4892870404873575,187.44559,213.21742,203.7573,215.66351,0.0,0.0,0.0,0
96,1,5.4892870404873575,187.49739,213.07904,203.71515,215.36125,0.0,0.0,0.0,0
97,1,5.4892870404873575,187.9524,212.85316,203.01402,213.584,0.0,0.0,0.0,0
98,1,5.4892870404873575,188.90321,212.62025,201.97021,213.22136,0.0,0.0,0.0,0
99,1,2.4111933275616533,187.5511,211.13303,200.52309,214.2719,0.0,0.0,0.0,0
0,2,5.646541494222933,187.15208,214.07262,202.83646,213.82219,0.0,0.0,0.0,0
1,2,5.646541494222933,187.20464,214.08734,202.16779,213.41829,0.0,0.0,0.0,0
2,2,5.646541494222933,187.3454,213.54573,200.74316,214.95059,0.0,0.0,0.0,0
3,2,5.646541494222933,187.48055,212.98051,199.13675,214.6833,0.0,0.0,0.0,0
4,2,5.646541494222933,187.65485,212.93825,198.8933,213.89748,0.0,0.0,0.0,0
5,2,5.646541494222933,187.95627,212.6828,198.16216,214.57056,0.0,0.0,0.0,0
6,2,5.646541494222933,187.36609,212.75565,197.49583,214.52899,0.0,0.0,0.0,0
7,2,5.646541494222933,187.02126,213.36432,197.27031,214.85727,0.0,0.0,0.0,0
8,2,5.646541494222933,187.30807,213.31992,197.81496,215.40121,0.0,0.0,0.0,0
9,2,5.646541494222933,187.61766,214.10632,197.46997,215.97858,0.0,0.0,0.0,0
10,2,5.646541494222933,187.44235,214.21913,198.19629,215.63033,0.0,0.0,0.0,0
11,2,5.646541494222933,187.06583,213.67874,200.1615,215.54689,0.0,0.0,0.0,0
12,2,5.646541494222933,186.36853,213.5503,200.91539,215.83727,0.0,0.0,0.0,0
13,2,5.646541494222933,186.77554,212.74153,200.77156,215.33418,0.0,0.0,0.0,0
14,2,5.646541494222933,186.9141,212.17084,199.36754,215.58571,0.0,0.0,0.0,0
15,2,5.646541494222933,186.4101,211.6476,199.42766,215.80203,0.0,0.0,0.0,0
16,2,5.646541494222933,185.69598,210.87863,200.36057,214.86307,0.0,0.0,0.0,0
17,2,5.646541494222933,185.60289,210.73952,200.07529,215.16495,0.0,0.0,0.0,0
18,2,5.646541494222933,186.11232,210.35254,199.83253,214.49336,0.0,0.0,0.0,0
19,2,5.646541494222933,186.03757,210.19221,200.41791,214.66757,0.0,0.0,0.0,0
20,2,5.646541494222933,186.24405,210.52654,200.79948,215.84627,0.0,0.0,0.0,0
21,2,5.646541494222933,185.60463,211.16716,199.69806,216.1409,0.0,0.0,0.0,0
22,2,5.646541494222933,185.24854,211.59834,200.26904,216.30812,0.0,0.0,0.0,0
23,2,5.646541494222933,185.8756,211.88417,200.7608,216.06961,0.0,0.0,0.0,0
24,2,5.646541494222933,186.29631,212.11098,201.28499,217.00298,0.0,0.0,0.0,0
25,2,5.646541494222933,186.26453,212.79953,202.42433,216.41672,0.0,0.0,0.0,0
26,2,5.646541494222933,186.21194,212.58624,203.11461,215.46039,0.0,0.0,0.0,0
27,2,5.646541494222933,186.24936,212.77693,204.17384,214.65512,0.0,0.0,0.0,0
28,2,5.646541494222933,186.0957,212.74092,204.36984,214.66287,0.0,0.0,0.0,0
29,2,5.646541494222933,185.98482,212.61284,203.80707,214.36646,0.0,0.0,0.0,0
30,2,5.646541494222933,186.29428,212.47375,203.0448,214.46912,0.0,0.0,0.0,0
31,2,5.646541494222933,186.36499,212.55905,202.642,214.9248,0.0,0.0,0.0,0
32,2,5.646541494222933,186.82034,213.11586,201.8447,214.29553,0.0,0.0,0.0,0
33,2,5.646541494222933,186.84001,212.88037,202.01611,214.28119,0.0,0.0,0.0,0
34,2,5.646541494222933,186.47961,212.58493,201.84364,214.02162,0.0,0.0,0.0,0
35,2,5.646541494222933,185.9967,212.736,201.99701,214.46994,0.0,0.0,0.0,0
36,2,5.646541494222933,186.0455,212.76839,202.17633,213.84253,0.0,0.0,0.0,0
37,2,5.646541494222933,185.9788,213.03865,203.04695,213.98752,0.0,0.0,0.0,0
38,2,5.646541494222933,186.74432,213.39227,203.8175,214.82668,0.0,0.0,0.0,0
39,2,5.646541494222933,187.3363,213.43353,204.18742,215.76503,0.0,0.0,0.0,0
40,2,5.646541494222933,187.60826,213.68793,204.46526,215.93169,0.0,0.0,0.0,0
41,2,5.646541494222933,187.30853,213.88226,203.97128,215.44759,0.0,0.0,0.0,0
42,2,5.646541494222933,186.4698,213.8635,202.6119,216.1319,0.0,0.0,0.0,0
43,2,5.646541494222933,186.19537,214.1364,201.57025,216.01225,0.0,0.0,0.0,0
44,2,5.646541494222933,185.6381,213.90955,200.72893,216.13702,0.0,0.0,0.0,0
45,2,5.646541494222933,186.37544,213.6817,200.68066,215.79768,0.0,0.0,0.0,0
46,2,5.646541494222933,187.20752,213.95041,201.94919,215.29901,0.0,0.0,0.0,0
47,2,5.646541494222933,188.7559,213.6294,202.96417,214.92572,0.0,0.0,0.0,0
48,2,5.646541494222933,189.1496,213.67348,203.87389,212.8722,0.0,0.0,0.0,0
49,2,5.646541494222933,188.4278,213.79614,203.21165,213.68774,0.0,0.0,0.0,0
50,2,5.646541494222933,187.50108,214.00598,202.91797,215.23538,0.0,0.0,0.0,0
51,2,5.646541494222933,187.56197,213.17,203.13033,215.73854,0.0,0.0,0.0,0
52,2,5.646541494222933,186.69418,213.16838,202.46553,215.63496,0.0,0.0,0.0,0
53,2,5.646541494222933,187.36499,213.5269,201.94656,215.08571,4.305800284207453,68.01002805233084,16.163199188590745,0
54,2,5.646541494222933,187.66913,213.08554,203.00365,213.57611,3.783100108850981,63.05055473004926,17.216988094686048,0
55,2,5.646541494222933,188.00114,212.81061,204.09396,214.79448,4.32347360104912,59.46794961127074,19.743678201245384,0
56,2,5.646541494222933,188.11507,213.06062,204.62889,215.6988,7.656347697870988,48.43396228289766,20.00701995722053,0
57,2,5.646541494222933,188.11252,212.79764,204.85562,214.42128,0.0,0.0,0.0,0
58,2,5.646541494222933,188.23145,213.25948,204.11725,214.38875,8.607748002060024,45.440835694579,19.930320036089256,0
59,2,5.646541494222933,188.1969,213.22522,203.42511,214.57014,12.450102366632605,56.32877562841935,15.785866601730406,0
60,2,5.646541494222933,188.13617,213.25827,202.67746,214.7925,13.605608101016252,50.59371686814978,17.781889176208512,0
61,2,5.646541494222933,187.70255,213.26474,202.44649,214.98834,11.396000123263414,41.31411707026522,20.35548045705092,0
62,2,5.646541494222933,187.54193,213.35947,202.84758,215.44753,13.289476265977315,48.16670689422894,25.890358614099675,0
63,2,5.646541494222933,187.35645,213.34283,202.77496,215.8188,19.535659266870496,35.39412103923341,28.89111389636095,0
64,2,5.646541494222933,186.5689,213.00304,202.8659,215.03014,16.868511676441052,42.44917371090596,32.07856613995473,0
65,2,5.646541494222933,186.27147,213.31476,203.51767,214.8762,28.367284873380758,36.70804838707837,42.036940868892856,0
66,2,5.646541494222933,186.39885,213.88852,203.34781,214.9942,31.255576164940607,36.545889881454976,36.67829566800913,0
67,2,5.646541494222933,186.5074,213.442,201.61444,214.80258,38.07283342956174,24.5657806017089,48.402482080846895,0
68,2,5.646541494222933,186.40753,213.27708,199.78448,213.88078,21.76221187137997,42.38990506160374,30.50660716472555,0
69,2,5.646541494222933,186.58635,213.26207,197.67723,212.13116,22.17391183008221,36.910016861720976,36.90899755458896,0
70,2,5.646541494222933,185.61572,213.79633,196.75995,211.0764,17.480699437709287,41.2248824443177,28.125645576434984,0
71,2,5.646541494222933,186.41948,213.6971,197.28099,211.80353,18.628144854125093,45.49772620128768,29.6925987373829,0
72,2,5.646541494222933,186.56891,213.63615,198.87975,212.90776,19.24058402224267,48.94847366300456,24.32689940291266,0
73,2,5.646541494222933,187.15726,213.67668,200.08553,213.36702,28.98690726138442,39.77231478813887,23.898725177735205,0
74,2,5.646541494222933,187.30829,213.30463,199.0944,213.89404,19.53730257117566,44.92180538355549,18.450495524601276,0
75,2,5.646541494222933,187.45305,212.80014,199.32896,214.42589,15.5137335649301,53.42134589144726,10.93491661435684,0
76,2,5.646541494222933,187.1179,212.2295,199.20563,214.65392,9.178636828875456,92.13570599776578,4.61279697421071,0
77,2,5.646541494222933,187.2452,212.66434,200.56985,214.3931,0.0,0.0,0.0,0
78,2,5.646541494222933,187.00836,213.21292,202.88614,212.60046,0.0,0.0,0.0,0
79,2,5.646541494222933,187.22406,213.49504,203.61865,212.85744,0.0,0.0,0.0,0
80,2,5.646541494222933,187.15793,213.72249,203.1712,213.90767,0.0,0.0,0.0,0
