x,y,% Fe/Mg,% Al-OH,% H2O,flag
2,42,0.0,0.0,0.0,false
2,43,0.0,0.0,0.0,false
2,44,0.0,0.0,0.0,false
2,45,0.0,0.0,0.0,false
2,46,0.0,0.0,0.0,false
2,47,0.0,0.0,0.0,false
2,48,0.0,0.0,0.0,false
2,49,0.0,0.0,0.0,false
2,50,0.0,0.0,0.0,false
2,51,0.0,0.0,0.0,false
2,52,0.0,0.0,0.0,false
2,53,0.0,0.0,0.0,false
2,54,0.0,0.0,0.0,false
2,55,0.0,0.0,0.0,false
2,56,0.0,0.0,0.0,false
2,57,0.0,0.0,0.0,false
2,58,0.0,0.0,0.0,false
2,59,0.0,0.0,0.0,false
2,60,0.0,0.0,0.0,false
2,61,0.0,0.0,0.0,false
2,62,0.0,0.0,0.0,false
2,63,0.0,0.0,0.0,false
2,64,0.0,0.0,0.0,false
2,65,0.0,0.0,0.0,false
2,66,0.0,0.0,0.0,false
2,67,0.0,0.0,0.0,false
2,68,0.0,0.0,0.0,false
2,69,0.0,0.0,0.0,false
2,70,0.0,0.0,0.0,false
2,71,0.0,0.0,0.0,false
2,72,0.0,0.0,0.0,false
2,73,0.0,0.0,0.0,false
2,74,0.0,0.0,0.0,false
2,75,0.0,0.0,0.0,false
2,76,0.0,0.0,0.0,false
2,77,0.0,0.0,0.0,false
2,78,0.0,0.0,0.0,false
2,79,0.0,0.0,0.0,false
2,80,0.0,0.0,0.0,false
2,81,0.0,0.0,0.0,false
2,82,0.0,0.0,0.0,false
2,83,0.0,0.0,0.0,false
2,84,0.0,0.0,0.0,false
2,85,0.0,0.0,0.0,false
2,86,0.0,0.0,0.0,false
2,87,0.0,0.0,0.0,false
2,88,0.0,0.0,0.0,false
2,89,0.0,0.0,0.0,false
2,90,0.0,0.0,0.0,false
2,91,0.0,0.0,0.0,false
2,92,0.0,0.0,0.0,false
2,93,0.0,0.0,0.0,false
2,94,0.0,0.0,0.0,false
2,95,0.0,0.0,0.0,false
2,96,0.0,0.0,0.0,false
2,97,0.0,0.0,0.0,false
2,98,0.0,0.0,0.0,false
2,99,0.0,0.0,0.0,false
3,0,0.0,0.0,0.0,false
3,1,0.0,0.0,0.0,false
3,2,0.0,0.0,0.0,false
3,3,0.0,0.0,0.0,false
3,4,0.0,0.0,0.0,false
3,5,0.0,0.0,0.0,false
3,6,0.0,0.0,0.0,false
3,7,0.0,0.0,0.0,false
3,8,0.0,0.0,0.0,false
3,9,0.0,0.0,0.0,false
3,10,0.0,0.0,0.0,false
3,11,0.0,0.0,0.0,false
3,12,0.0,0.0,0.0,false
3,13,40.80658239727352,40.19867849606005,50.11033690117453,true
3,14,39.879437592042194,46.95712009268666,53.777229153112,true
3,15,48.94213298778417,45.343759637917344,56.365978932729455,true
3,16,46.19899036880239,44.422746870428746,52.83919353139529,true
3,17,43.53387819940746,47.5267050233621,51.316636117815605,true
3,18,48.34152241448363,47.61437154716235,57.37405316964639,true
3,19,51.69371975867936,43.78505230386543,54.12718526749034,true
3,20,42.391844071812464,47.17632780118794,52.91100935876638,true
3,21,35.76529273953857,44.17681472703394,51.01566194554642,true
3,22,31.63923315126645,36.15912995253025,34.737321623435925,false
3,23,33.631873704923414,39.42294586162526,45.84942629122774,true
3,24,0.0,0.0,0.0,false
3,25,0.0,0.0,0.0,false
3,26,24.038672438375464,23.83329612329822,12.993349573322623,false
3,27,23.606521604368908,28.91831191508502,15.619785301579906,false
3,28,0.0,0.0,0.0,false
3,29,0.0,0.0,0.0,false
3,30,0.0,0.0,0.0,false
3,31,0.0,0.0,0.0,false
3,32,0.0,0.0,0.0,false
3,33,0.0,0.0,0.0,false
3,34,0.0,0.0,0.0,false
3,35,0.0,0.0,0.0,false
3,36,0.0,0.0,0.0,false
3,37,0.0,0.0,0.0,false
3,38,0.0,0.0,0.0,false
3,39,0.0,0.0,0.0,false
3,40,0.0,0.0,0.0,false
3,41,0.0,0.0,0.0,false
3,42,0.0,0.0,0.0,false
3,43,0.0,0.0,0.0,false
3,44,0.0,0.0,0.0,false
3,45,0.0,0.0,0.0,false
3,46,0.0,0.0,0.0,false
3,47,0.0,0.0,0.0,false
3,48,0.0,0.0,0.0,false
3,49,0.0,0.0,0.0,false
3,50,0.0,0.0,0.0,false
3,51,0.0,0.0,0.0,false
3,52,0.0,0.0,0.0,false
3,53,0.0,0.0,0.0,false
3,54,0.0,0.0,0.0,false
3,55,29.554506751143112,14.941802756834893,20.037262698567663,false
3,56,0.0,0.0,0.0,false
3,57,0.0,0.0,0.0,false
3,58,0.0,0.0,0.0,false
3,59,0.0,0.0,0.0,false
3,60,0.0,0.0,0.0,false
3,61,0.0,0.0,0.0,false
3,62,0.0,0.0,0.0,false
3,63,26.95255265963968,25.74401915997269,12.760743765926414,false
3,64,0.0,0.0,0.0,false
3,65,0.0,0.0,0.0,false
3,66,0.0,0.0,0.0,false
3,67,0.0,0.0,0.0,false
3,68,0.0,0.0,0.0,false
3,69,0.0,0.0,0.0,false
3,70,0.0,0.0,0.0,false
3,71,0.0,0.0,0.0,false
3,72,0.0,0.0,0.0,false
3,73,0.0,0.0,0.0,false
3,74,0.0,0.0,0.0,false
3,75,0.0,0.0,0.0,false
3,76,0.0,0.0,0.0,false
3,77,0.0,0.0,0.0,false
3,78,0.0,0.0,0.0,false
3,79,0.0,0.0,0.0,false
3,80,0.0,0.0,0.0,false
3,81,0.0,0.0,0.0,false
3,82,0.0,0.0,0.0,false
3,83,0.0,0.0,0.0,false
3,84,0.0,0.0,0.0,false
3,85,0.0,0.0,0.0,false
3,86,0.0,0.0,0.0,false
3,87,0.0,0.0,0.0,false
3,88,0.0,0.0,0.0,false
3,89,0.0,0.0,0.0,false
3,90,0.0,0.0,0.0,false
3,91,0.0,0.0,0.0,false
3,92,0.0,0.0,0.0,false
3,93,0.0,0.0,0.0,false
3,94,0.0,0.0,0.0,false
3,95,0.0,0.0,0.0,false
3,96,0.0,0.0,0.0,false
3,97,0.0,0.0,0.0,false
3,98,0.0,0.0,0.0,false
3,99,0.0,0.0,0.0,false
4,0,0.0,0.0,0.0,false
4,1,0.0,0.0,0.0,false
4,2,0.0,0.0,0.0,false
4,3,0.0,0.0,0.0,false
4,4,0.0,0.0,0.0,false
4,5,0.0,0.0,0.0,false
4,6,0.0,0.0,0.0,false
4,7,0.0,0.0,0.0,false
4,8,0.0,0.0,0.0,false
4,9,0.0,0.0,0.0,false
4,10,0.0,0.0,0.0,false
4,11,0.0,0.0,0.0,false
4,12,0.0,0.0,0.0,false
4,13,37.61557387242196,43.26889324353221,44.80754552946063,true
4,14,36.3765442539043,46.71533888909149,49.463533696123775,true
4,15,44.7260159580751,45.10338784030024,57.43697306276222,true
4,16,42.718440668233015,39.41381692199056,51.32980065241459,true
4,17,43.01668636760898,41.1656597939051,50.90690972522424,true
4,18,42.947140606853885,37.46381842339432,49.610663825935625,true
4,19,49.80225467587117,32.71790759588496,55.97606516470955,true
4,20,46.54364772145724,35.70849182557412,52.11312008125677,true
4,21,42.3680489007448,33.30958717321331,51.11810835379568,true
4,22,40.11091586868184,40.70489443641222,50.359495465262135,true
4,23,40.08502213253377,40.84213120362645,50.81863164733712,true
4,24,42.22214717695288,33.025846242492385,54.07834155299448,true
4,25,38.55903790551106,39.16694180135847,50.76588135719901,true
4,26,29.457199437771653,44.53042751110423,39.851009392335946,false
4,27,23.9090821468801,37.16044861649876,29.7557481870708,false
4,28,24.295670264224626,31.997332459992283,30.86711465358498,false
4,29,0.0,0.0,0.0,false
4,30,0.0,0.0,0.0,false
4,31,0.0,0.0,0.0,false
4,32,0.0,0.0,0.0,false
4,33,0.0,0.0,0.0,false
4,34,0.0,0.0,0.0,false
4,35,0.0,0.0,0.0,false
4,36,0.0,0.0,0.0,false
4,37,0.0,0.0,0.0,false
4,38,0.0,0.0,0.0,false
4,39,0.0,0.0,0.0,false
4,40,0.0,0.0,0.0,false
4,41,0.0,0.0,0.0,false
4,42,0.0,0.0,0.0,false
4,43,0.0,0.0,0.0,false
4,44,0.0,0.0,0.0,false
4,45,0.0,0.0,0.0,false
4,46,0.0,0.0,0.0,false
4,47,0.0,0.0,0.0,false
4,48,28.174951227850787,19.647375088083272,13.39862059373565,false
4,49,0.0,0.0,0.0,false
4,50,0.0,0.0,0.0,false
4,51,0.0,0.0,0.0,false
4,52,0.0,0.0,0.0,false
4,53,0.0,0.0,0.0,false
4,54,0.0,0.0,0.0,false
4,55,0.0,0.0,0.0,false
4,56,0.0,0.0,0.0,false
4,57,0.0,0.0,0.0,false
4,58,0.0,0.0,0.0,false
4,59,0.0,0.0,0.0,false
4,60,0.0,0.0,0.0,false
4,61,0.0,0.0,0.0,false
4,62,0.0,0.0,0.0,false
4,63,30.88387445130163,19.514588253451237,13.74555873855718,false
4,64,29.132006042370683,15.32115559956075,12.097656031576715,false
4,65,36.39320960468023,14.57072971424128,9.392498854767767,false
4,66,0.0,0.0,0.0,false
4,67,0.0,0.0,0.0,false
4,68,0.0,0.0,0.0,false
4,69,0.0,0.0,0.0,false
4,70,0.0,0.0,0.0,false
4,71,32.39966520247318,12.025173241938075,10.216089417731649,false
4,72,0.0,0.0,0.0,false
4,73,0.0,0.0,0.0,false
4,74,0.0,0.0,0.0,false
4,75,0.0,0.0,0.0,false
4,76,0.0,0.0,0.0,false
4,77,0.0,0.0,0.0,false
4,78,0.0,0.0,0.0,false
4,79,0.0,0.0,0.0,false
4,80,0.0,0.0,0.0,false
4,81,0.0,0.0,0.0,false
4,82,0.0,0.0,0.0,false
4,83,0.0,0.0,0.0,false
4,84,0.0,0.0,0.0,false
4,85,0.0,0.0,0.0,false
4,86,0.0,0.0,0.0,false
4,87,0.0,0.0,0.0,false
4,88,0.0,0.0,0.0,false
4,89,0.0,0.0,0.0,false
4,90,0.0,0.0,0.0,false
4,91,0.0,0.0,0.0,false
4,92,0.0,0.0,0.0,false
4,93,0.0,0.0,0.0,false
4,94,0.0,0.0,0.0,false
4,95,0.0,0.0,0.0,false
4,96,0.0,0.0,0.0,false
4,97,0.0,0.0,0.0,false
4,98,0.0,0.0,0.0,false
4,99,0.0,0.0,0.0,false
5,0,0.0,0.0,0.0,false
5,1,0.0,0.0,0.0,false
5,2,0.0,0.0,0.0,false
5,3,0.0,0.0,0.0,false
5,4,0.0,0.0,0.0,false
5,5,0.0,0.0,0.0,false
5,6,0.0,0.0,0.0,false
5,7,0.0,0.0,0.0,false
5,8,0.0,0.0,0.0,false
5,9,0.0,0.0,0.0,false
5,10,0.0,0.0,0.0,false
5,11,0.0,0.0,0.0,false
5,12,47.138710973393685,54.8642703404054,55.80977734592253,true
5,13,49.15535717827127,48.04464792063492,51.00020678192722,true
5,14,47.091454281278565,47.06430946522096,53.90338488817402,true
5,15,47.45754942728818,41.64102427898673,56.19408960447056,true
5,16,43.40361437142269,42.49945417717573,51.51287983508261,true
5,17,39.6882904309299,40.423700924198656,44.92148128528115,true
5,18,33.00123462980377,39.68292514593332,38.02236832149583,false
5,19,38.840569921631534,38.325798285890016,43.96716442539916,true
5,20,44.57166696414529,36.24660029106626,49.18525518150322,true
5,21,52.34483621401148,30.90416562816507,59.044375901832325,true
5,22,47.783188728790925,32.30573362543487,57.47163528236133,true
5,23,45.55892490105562,42.79303381039824,54.88053563331795,true
5,24,30.19504151167532,50.888720626995045,44.69529318850195,true
5,25,41.282002493831214,43.82830137986733,52.26537779729493,true
5,26,33.028182325828766,46.35601028299658,49.13573349347551,true
5,27,27.86236169583017,42.42515309074451,46.5327693076248,true
5,28,6.899652838713082,50.72869232995011,34.867759123376274,false
5,29,10.50101912151384,52.459707824620885,34.113613948772255,false
5,30,21.583118986582036,45.86860604854488,33.031603571630384,false
5,31,32.65311292974278,37.097748220036166,38.26578550293146,false
5,32,37.637239296164346,37.4248046951545,40.54932377570569,true
5,33,27.82374404465896,26.198810181681264,16.74014849331737,false
5,34,35.97367432739586,20.08245466561033,22.7632816002229,false
5,35,34.30205030743822,17.688825165911556,17.479566050534633,false
5,36,28.60684402878097,22.655176242169656,12.663093362188238,false
5,37,0.0,0.0,0.0,false
5,38,0.0,0.0,0.0,false
5,39,0.0,0.0,0.0,false
5,40,0.0,0.0,0.0,false
5,41,22.835212406592024,27.085482018132467,14.067108255621166,false
5,42,32.778853773107755,17.659437395308828,20.224925196234665,false
5,43,31.335714534281323,18.62871679767948,18.433083782027296,false
5,44,26.954462572138567,25.7601500505859,13.889986024859184,false
5,45,27.29368018217416,24.243475581894234,11.966599798510217,false
5,46,29.336149963148824,21.07538577704765,12.289533237273918,false
5,47,28.780081667546632,24.620101610443204,10.46317045370285,false
5,48,28.43694289021742,23.525261799000383,10.328004417491227,false
5,49,0.0,0.0,0.0,false
5,50,0.0,0.0,0.0,false
5,51,0.0,0.0,0.0,false
5,52,0.0,0.0,0.0,false
5,53,0.0,0.0,0.0,false
5,54,0.0,0.0,0.0,false
5,55,0.0,0.0,0.0,false
5,56,0.0,0.0,0.0,false
5,57,0.0,0.0,0.0,false
5,58,0.0,0.0,0.0,false
5,59,0.0,0.0,0.0,false
5,60,0.0,0.0,0.0,false
5,61,0.0,0.0,0.0,false
5,62,0.0,0.0,0.0,false
5,63,0.0,0.0,0.0,false
5,64,0.0,0.0,0.0,false
5,65,0.0,0.0,0.0,false
5,66,0.0,0.0,0.0,false
5,67,0.0,0.0,0.0,false
5,68,0.0,0.0,0.0,false
5,69,0.0,0.0,0.0,false
5,70,0.0,0.0,0.0,false
5,71,0.0,0.0,0.0,false
5,72,0.0,0.0,0.0,false
5,73,0.0,0.0,0.0,false
5,74,0.0,0.0,0.0,false
5,75,0.0,0.0,0.0,false
5,76,0.0,0.0,0.0,false
5,77,0.0,0.0,0.0,false
5,78,0.0,0.0,0.0,false
5,79,0.0,0.0,0.0,false
5,80,0.0,0.0,0.0,false
5,81,0.0,0.0,0.0,false
5,82,0.0,0.0,0.0,false
5,83,0.0,0.0,0.0,false
5,84,0.0,0.0,0.0,false
5,85,0.0,0.0,0.0,false
5,86,0.0,0.0,0.0,false
5,87,0.0,0.0,0.0,false
5,88,0.0,0.0,0.0,false
5,89,0.0,0.0,0.0,false
5,90,0.0,0.0,0.0,false
5,91,0.0,0.0,0.0,false
5,92,0.0,0.0,0.0,false
5,93,0.0,0.0,0.0,false
5,94,0.0,0.0,0.0,false
5,95,0.0,0.0,0.0,false
5,96,0.0,0.0,0.0,false
5,97,0.0,0.0,0.0,false
5,98,0.0,0.0,0.0,false
5,99,0.0,0.0,0.0,false
6,0,0.0,0.0,0.0,false
6,1,0.0,0.0,0.0,false
6,2,0.0,0.0,0.0,false
6,3,0.0,0.0,0.0,false
6,4,0.0,0.0,0.0,false
6,5,0.0,0.0,0.0,false
6,6,0.0,0.0,0.0,false
6,7,0.0,0.0,0.0,false
6,8,0.0,0.0,0.0,false
6,9,0.0,0.0,0.0,false
6,10,0.0,0.0,0.0,false
6,11,0.0,0.0,0.0,false
6,12,58.76413475569272,43.33511692494552,59.14650636125122,true
6,13,59.3954130668324,41.26255461494164,57.658693445611895,true
6,14,59.59409385830763,40.84386352180967,56.50260705506498,true
6,15,53.74085908082476,38.24144966199832,53.18149117777068,true
6,16,48.99389863250889,36.91133426991979,52.57640638286409,true
6,17,35.700379101260346,39.334037367805166,36.68345452000511,false
6,18,33.20549080666348,37.48206802286359,35.62405669938723,false
6,19,34.58914991338196,39.04768508012032,40.879858910416885,true
6,20,43.12759849442144,33.79180693031415,48.15811540735332,true
6,21,48.2687960647508,29.886358087224863,54.887568785927456,true
6,22,43.99356997164786,35.09838756550288,50.89271506579289,true
6,23,45.32672943278374,40.36735366437642,52.49564525423301,true
6,24,45.31038058179334,44.7741756272197,54.63927908112338,true
6,25,36.97522932358352,42.652356326240174,49.84335355723991,true
6,26,27.36699587633521,41.96543650793505,46.11880558045938,true
6,27,25.48797718657073,44.23901994544973,40.12574664714937,false
6,28,9.69550007776852,56.335533785282855,33.49702417340957,false
6,29,5.65216464649375,54.1043392445341,28.038521040892107,false
6,30,15.31898660853548,47.7261249295251,35.19163794028087,false
6,31,26.959143027095,39.01140161597411,39.371986535182366,false
6,32,34.17867775557186,42.104123160150216,41.07614705798816,true
6,33,34.53321832074132,40.99006271267817,41.9256232098907,true
6,34,49.94594557850112,30.57483105803812,47.90178875417657,true
6,35,40.95396215947274,26.6031450213617,32.45152151906091,false
6,36,48.25245968665835,26.733955743695518,38.61519693469078,true
6,37,40.33316420083711,34.41793593856079,38.1048474218921,true
6,38,44.57073773324787,33.84915492472944,38.39733046934495,true
6,39,35.98990624496797,34.39325569432214,32.058488579124464,false
6,40,32.19009868931047,36.522483576464445,32.776209954843345,false
6,41,28.0776891287344,38.10796870412186,30.935451752688287,false
6,42,32.43463609010571,29.48654815831669,26.031402615009736,false
6,43,36.141969580348096,26.761150747229884,25.543286355581916,false
6,44,33.80642879353525,27.543259747744298,21.509266293752702,false
6,45,38.6535263439454,21.953143948667595,22.870439883379337,false
6,46,39.68274622779029,23.729947658047493,23.24616557423519,false
6,47,35.073329102526344,26.26299243237308,21.82864469108712,false
6,48,30.80390290697101,24.01335601679644,8.497378793060328,false
6,49,0.0,0.0,0.0,false
6,50,0.0,0.0,0.0,false
6,51,0.0,0.0,0.0,false
6,52,0.0,0.0,0.0,false
6,53,0.0,0.0,0.0,false
6,54,0.0,0.0,0.0,false
6,55,0.0,0.0,0.0,false
6,56,0.0,0.0,0.0,false
6,57,0.0,0.0,0.0,false
6,58,0.0,0.0,0.0,false
6,59,0.0,0.0,0.0,false
6,60,0.0,0.0,0.0,false
6,61,0.0,0.0,0.0,false
6,62,0.0,0.0,0.0,false
6,63,0.0,0.0,0.0,false
6,64,0.0,0.0,0.0,false
6,65,0.0,0.0,0.0,false
6,66,0.0,0.0,0.0,false
6,67,0.0,0.0,0.0,false
6,68,0.0,0.0,0.0,false
6,69,0.0,0.0,0.0,false
6,70,0.0,0.0,0.0,false
6,71,0.0,0.0,0.0,false
6,72,0.0,0.0,0.0,false
6,73,0.0,0.0,0.0,false
6,74,0.0,0.0,0.0,false
6,75,0.0,0.0,0.0,false
6,76,0.0,0.0,0.0,false
6,77,0.0,0.0,0.0,false
6,78,0.0,0.0,0.0,false
6,79,0.0,0.0,0.0,false
6,80,0.0,0.0,0.0,false
6,81,0.0,0.0,0.0,false
6,82,0.0,0.0,0.0,false
6,83,0.0,0.0,0.0,false
6,84,0.0,0.0,0.0,false
6,85,0.0,0.0,0.0,false
6,86,0.0,0.0,0.0,false
6,87,0.0,0.0,0.0,false
6,88,0.0,0.0,0.0,false
6,89,0.0,0.0,0.0,false
6,90,0.0,0.0,0.0,false
6,91,0.0,0.0,0.0,false
